[detection] Anomalies.
metal_nut/test/bent/013.png@#@<p>Anomalies</p> {<7><8><91><93>}
metal_nut/test/bent/014.png@#@<p>Anomalies</p> {<8><7><93><94>}
metal_nut/test/bent/015.png@#@<p>Anomalies</p> {<9><7><93><96>}
metal_nut/test/bent/016.png@#@<p>Anomalies</p> {<7><6><93><95>}
metal_nut/test/bent/017.png@#@<p>Anomalies</p> {<9><7><92><94>}
metal_nut/test/bent/018.png@#@<p>Anomalies</p> {<9><5><93><94>}
metal_nut/test/bent/019.png@#@<p>Anomalies</p> {<10><8><94><92>}
metal_nut/test/bent/020.png@#@<p>Anomalies</p> {<8><7><95><94>}
metal_nut/test/bent/021.png@#@<p>Anomalies</p> {<11><8><89><93>}
metal_nut/test/bent/022.png@#@<p>Anomalies</p> {<9><7><93><95>}
metal_nut/test/bent/023.png@#@<p>Anomalies</p> {<6><5><94><94>}
metal_nut/test/bent/024.png@#@<p>Anomalies</p> {<10><9><94><91>}
metal_nut/test/color/000.png@#@<p>Anomalies</p> {<7><5><94><96>}
metal_nut/test/color/001.png@#@<p>Anomalies</p> {<8><9><91><93>}
metal_nut/test/color/002.png@#@<p>Anomalies</p> {<5><8><91><95>}
metal_nut/test/color/003.png@#@<p>Anomalies</p> {<9><8><92><93>}
metal_nut/test/color/004.png@#@<p>Anomalies</p> {<7><6><94><95>}
metal_nut/test/color/005.png@#@<p>Anomalies</p> {<6><7><94><95>}
metal_nut/test/color/006.png@#@<p>Anomalies</p> {<9><9><91><93>}
metal_nut/test/color/007.png@#@<p>Anomalies</p> {<10><9><89><93>}
metal_nut/test/color/008.png@#@<p>Anomalies</p> {<8><7><94><95>}
metal_nut/test/color/009.png@#@<p>Anomalies</p> {<10><7><93><94>}
metal_nut/test/color/010.png@#@<p>Anomalies</p> {<7><6><94><95>}<delim>{<30><17><82><68>}
metal_nut/test/color/011.png@#@<p>Anomalies</p> {<46><31><63><60>}<delim>{<56><9><72><34>}<delim>{<8><23><47><59>}
metal_nut/test/color/012.png@#@<p>Anomalies</p> {<8><7><92><93>}
metal_nut/test/color/013.png@#@<p>Anomalies</p> {<8><7><94><93>}
metal_nut/test/color/014.png@#@<p>Anomalies</p> {<6><7><93><98>}<delim>{<9><8><94><82>}
metal_nut/test/color/015.png@#@<p>Anomalies</p> {<7><8><94><96>}
metal_nut/test/color/016.png@#@<p>Anomalies</p> {<11><10><89><92>}<delim>{<65><23><88><47>}
metal_nut/test/color/017.png@#@<p>Anomalies</p> {<7><5><93><94>}
metal_nut/test/color/018.png@#@<p>Anomalies</p> {<7><5><93><96>}<delim>{<8><24><92><94>}
metal_nut/test/color/019.png@#@<p>Anomalies</p> {<9><8><92><93>}
metal_nut/test/color/020.png@#@<p>Anomalies</p> {<7><6><94><95>}
metal_nut/test/color/021.png@#@<p>Anomalies</p> {<7><6><94><95>}
metal_nut/test/flip/000.png@#@<p>Anomalies</p> {<8><7><93><92>}
metal_nut/test/flip/001.png@#@<p>Anomalies</p> {<10><6><94><92>}
metal_nut/test/flip/002.png@#@<p>Anomalies</p> {<9><6><94><93>}
metal_nut/test/flip/003.png@#@<p>Anomalies</p> {<8><5><94><96>}<delim>{<20><16><53><69>}<delim>{<70><14><94><76>}<delim>{<37><34><69><67>}
metal_nut/test/flip/004.png@#@<p>Anomalies</p> {<8><5><95><96>}
metal_nut/test/flip/005.png@#@<p>Anomalies</p> {<7><6><94><95>}
metal_nut/test/flip/006.png@#@<p>Anomalies</p> {<9><6><94><93>}<delim>{<50><7><81><62>}
metal_nut/test/flip/007.png@#@<p>Anomalies</p> {<10><7><94><92>}
metal_nut/test/flip/008.png@#@<p>Anomalies</p> {<9><7><92><93>}
metal_nut/test/flip/009.png@#@<p>Anomalies</p> {<10><7><92><94>}
metal_nut/test/flip/010.png@#@<p>Anomalies</p> {<14><9><89><91>}
metal_nut/test/flip/011.png@#@<p>Anomalies</p> {<5><4><96><97>}
metal_nut/test/flip/012.png@#@<p>Anomalies</p> {<7><5><95><94>}
metal_nut/test/flip/013.png@#@<p>Anomalies</p> {<6><5><94><94>}
metal_nut/test/flip/014.png@#@<p>Anomalies</p> {<7><5><94><95>}
metal_nut/test/flip/015.png@#@<p>Anomalies</p> {<8><7><93><94>}
metal_nut/test/flip/016.png@#@<p>Anomalies</p> {<11><73><32><89>}<delim>{<29><35><63><70>}
metal_nut/test/flip/017.png@#@<p>Anomalies</p> {<7><6><94><96>}
metal_nut/test/flip/018.png@#@<p>Anomalies</p> {<7><5><93><94>}
metal_nut/test/flip/019.png@#@<p>Anomalies</p> {<10><7><94><92>}
metal_nut/test/flip/020.png@#@<p>Anomalies</p> {<12><9><89><92>}
metal_nut/test/flip/021.png@#@<p>Anomalies</p> {<13><9><85><72>}
metal_nut/test/flip/022.png@#@<p>Anomalies</p> {<7><4><94><96>}<delim>{<15><7><93><94>}
metal_nut/test/good/000.png@#@<p>Anomalies</p> {<9><10><89><92>}
metal_nut/test/good/001.png@#@<p>Anomalies</p> {<9><7><94><96>}
metal_nut/test/good/002.png@#@<p>Anomalies</p> {<9><7><93><95>}
metal_nut/test/good/003.png@#@<p>Anomalies</p> {<12><15><36><40>}<delim>{<52><37><69><58>}
metal_nut/test/good/004.png@#@<p>Anomalies</p> {<7><6><94><95>}
metal_nut/test/good/005.png@#@<p>Anomalies</p> {<9><9><89><92>}
metal_nut/test/good/006.png@#@<p>Anomalies</p> {<8><6><93><95>}<delim>{<8><7><93><94>}
metal_nut/test/good/007.png@#@<p>Anomalies</p> {<6><5><93><95>}
metal_nut/test/good/008.png@#@<p>Anomalies</p> {<6><7><94><95>}
metal_nut/test/good/009.png@#@<p>Anomalies</p> {<6><7><94><95>}
metal_nut/test/good/010.png@#@<p>Anomalies</p> {<8><6><94><95>}<delim>{<34><80><68><96>}
metal_nut/test/good/011.png@#@<p>Anomalies</p> {<7><7><94><96>}
metal_nut/test/good/012.png@#@<p>Anomalies</p> {<7><5><94><95>}
metal_nut/test/good/013.png@#@<p>Anomalies</p> {<7><5><94><96>}
metal_nut/test/good/014.png@#@<p>Anomalies</p> {<8><7><93><95>}
metal_nut/test/good/015.png@#@<p>Anomalies</p> {<6><7><93><96>}
metal_nut/test/good/016.png@#@<p>Anomalies</p> {<5><7><94><96>}
metal_nut/test/good/017.png@#@<p>Anomalies</p> {<7><7><94><95>}<delim>{<8><31><89><95>}
metal_nut/test/good/018.png@#@<p>Anomalies</p> {<8><8><92><94>}
metal_nut/test/good/019.png@#@<p>Anomalies</p> {<7><6><93><94>}
metal_nut/test/good/020.png@#@<p>Anomalies</p> {<5><7><94><94>}
metal_nut/test/good/021.png@#@<p>Anomalies</p> {<10><9><91><92>}
metal_nut/test/scratch/000.png@#@<p>Anomalies</p> {<10><9><89><94>}<delim>{<32><38><68><70>}
metal_nut/test/scratch/001.png@#@<p>Anomalies</p> {<10><9><89><92>}
metal_nut/test/scratch/002.png@#@<p>Anomalies</p> {<8><7><93><95>}
metal_nut/test/scratch/003.png@#@<p>Anomalies</p> {<9><8><93><96>}
metal_nut/test/scratch/004.png@#@<p>Anomalies</p> {<7><6><94><96>}
metal_nut/test/scratch/005.png@#@<p>Anomalies</p> {<6><6><93><97>}
metal_nut/test/scratch/006.png@#@<p>Anomalies</p> {<6><8><93><94>}
metal_nut/test/scratch/007.png@#@<p>Anomalies</p> {<8><7><93><96>}
metal_nut/test/scratch/008.png@#@<p>Anomalies</p> {<9><8><91><92>}
metal_nut/test/scratch/009.png@#@<p>Anomalies</p> {<5><6><94><96>}
metal_nut/test/scratch/010.png@#@<p>Anomalies</p> {<8><8><90><92>}
metal_nut/test/scratch/011.png@#@<p>Anomalies</p> {<10><9><92><93>}
metal_nut/test/scratch/012.png@#@<p>Anomalies</p> {<7><6><93><95>}
metal_nut/test/scratch/013.png@#@<p>Anomalies</p> {<7><6><94><95>}
metal_nut/test/scratch/014.png@#@<p>Anomalies</p> {<9><8><93><94>}
metal_nut/test/scratch/015.png@#@<p>Anomalies</p> {<10><7><93><96>}
metal_nut/test/scratch/016.png@#@<p>Anomalies</p> {<6><5><93><95>}
metal_nut/test/scratch/017.png@#@<p>Anomalies</p> {<10><8><92><95>}
metal_nut/test/scratch/018.png@#@<p>Anomalies</p> {<9><8><93><97>}
metal_nut/test/scratch/019.png@#@<p>Anomalies</p> {<10><8><93><94>}
metal_nut/test/scratch/020.png@#@<p>Anomalies</p> {<7><5><94><96>}
metal_nut/test/scratch/021.png@#@<p>Anomalies</p> {<5><7><94><95>}
metal_nut/test/scratch/022.png@#@<p>Anomalies</p> {<7><8><93><95>}
pill/test/color/000.png@#@<p>Anomalies</p> {<32><39><75><69>}<delim>{<15><24><93><81>} <p>a white capsule</p> {<7><20><94><81>} <p>a white letter f</p> {<32><39><75><69>} <p>an image of a white capsule</p> {<7><20><94><81>} <p>a white letter f</p> {<32><39><75><69>} <p>an image of a white capsule</p> {<7><20><94><81>}
pill/test/color/001.png@#@<p>Anomalies</p> {<6><20><94><81>}<delim>{<59><37><82><64>}<delim>{<8><35><21><53>}<delim>{<82><42><94><57>}
pill/test/color/002.png@#@<p>Anomalies</p> {<7><20><94><81>}
pill/test/color/003.png@#@<p>Anomalies</p> {<4><16><96><85>}<delim>{<7><30><26><68>} <p>a white tablet</p> {<6><19><94><83>} with pink print on it
pill/test/color/004.png@#@<p>Anomalies</p> {<7><19><93><82>}
pill/test/color/005.png@#@<p>Anomalies</p> {<6><21><94><81>}<delim>{<63><38><70><62>}<delim>{<37><59><46><69>}
pill/test/color/006.png@#@<p>Anomalies</p> {<5><20><94><81>}<delim>{<32><22><66><37>}<delim>{<63><39><82><62>} <p>a white round pill</p> {<5><20><94><81>} with red dots in the middle of the tablet
pill/test/color/007.png@#@<p>Anomalies</p> {<5><19><94><80>}
pill/test/color/008.png@#@<p>Anomalies</p> {<5><18><94><82>}
pill/test/color/009.png@#@<p>Anomalies</p> {<3><19><95><80>}<delim>{<2><14><97><80>}<delim>{<12><14><98><79>} <p>a white pill</p> {<6><19><94><80>} with a white label and letter f on it
pill/test/color/010.png@#@<p>Anomalies</p> {<6><20><94><81>}
pill/test/color/011.png@#@<p>Anomalies</p> {<5><19><95><82>}
pill/test/color/012.png@#@<p>Anomalies</p> {<5><20><96><83>}<delim>{<29><41><73><66>} <p>Anomalies</p> {<5><20><96><83>}<delim>{<29><41><73><66>}
pill/test/color/013.png@#@<p>Anomalies</p> {<5><19><96><82>}<delim>{<67><47><73><64>}<delim>{<51><53><59><64>}
pill/test/color/014.png@#@<p>Anomalies</p> {<5><21><94><83>}
pill/test/color/015.png@#@<p>Anomalies</p> {<5><19><94><82>}<delim>{<31><37><70><67>} <p>a white oblong soap</p> {<6><20><94><82>} with a blue logo in the center
pill/test/color/016.png@#@<p>Anomalies</p> {<7><21><94><81>}
pill/test/color/017.png@#@<p>Anomalies</p> {<6><20><94><83>}<delim>{<31><41><70><66>} <p>a white pill</p> {<6><20><94><83>} with <p>an f</p> {<31><41><70><66>} on it
pill/test/color/018.png@#@<p>Anomalies</p> {<6><18><94><82>}<delim>{<7><34><93><79>}
pill/test/color/019.png@#@<p>Anomalies</p> {<4><21><95><83>}
pill/test/color/020.png@#@<p>Anomalies</p> {<7><19><95><83>}
pill/test/color/021.png@#@<p>Anomalies</p> {<5><19><93><82>}
pill/test/color/022.png@#@<p>Anomalies</p> {<7><19><94><82>}<delim>{<85><36><91><51>} <p>a round white pill</p> {<8><19><94><82>} with black writing and a red logo
pill/test/color/023.png@#@<p>Anomalies</p> {<6><18><94><82>}
pill/test/color/024.png@#@<p>Anomalies</p> {<6><20><94><83>}<delim>{<22><23><78><72>} <p>A white rectangular pill</p> {<5><19><94><82>} with red lettering of "ff"
pill/test/combined/000.png@#@<p>Anomalies</p> {<5><20><94><81>}
pill/test/combined/001.png@#@<p>Anomalies</p> {<5><18><94><82>}
pill/test/combined/002.png@#@<p>Anomalies</p> {<4><20><95><83>}
pill/test/combined/003.png@#@<p>Anomalies</p> {<6><18><94><82>}
pill/test/combined/004.png@#@<p>Anomalies</p> {<4><18><95><82>}
pill/test/combined/005.png@#@<p>Anomalies</p> {<6><21><94><83>}
pill/test/combined/006.png@#@<p>Anomalies</p> {<7><19><94><82>}
pill/test/combined/007.png@#@<p>Anomalies</p> {<6><19><95><81>}<delim>{<49><77><54><83>}<delim>{<13><23><36><65>}
pill/test/combined/008.png@#@<p>Anomalies</p> {<5><19><96><83>}
pill/test/combined/009.png@#@<p>Anomalies</p> {<5><19><94><82>}
pill/test/combined/010.png@#@<p>Anomalies</p> {<5><19><94><82>}
pill/test/combined/011.png@#@<p>Anomalies</p> {<6><19><95><82>}
pill/test/combined/012.png@#@<p>Anomalies</p> {<6><20><94><81>}
pill/test/combined/013.png@#@<p>Anomalies</p> {<6><19><94><82>}
pill/test/combined/014.png@#@<p>Anomalies</p> {<5><21><94><80>}
pill/test/combined/015.png@#@<p>Anomalies</p> {<6><20><94><83>}<delim>{<10><20><94><75>}
pill/test/combined/016.png@#@<p>Anomalies</p> {<7><20><98><83>}
pill/test/contamination/000.png@#@<p>Anomalies</p> {<5><20><94><82>}
pill/test/contamination/001.png@#@<p>Anomalies</p> {<6><19><93><82>}<delim>{<34><30><79><72>} <p>Anomalies</p> {<6><19><93><82>}<delim>{<34><30><79><72>}
pill/test/contamination/002.png@#@<p>Anomalies</p> {<6><20><94><83>}
pill/test/contamination/003.png@#@<p>Anomalies</p> {<5><19><94><83>}<delim>{<52><67><58><76>} <p>Anomalies</p> {<5><19><94><83>}<delim>{<52><67><58><76>}
pill/test/contamination/004.png@#@<p>Anomalies</p> {<4><19><95><83>}
pill/test/contamination/005.png@#@<p>Anomalies</p> {<7><19><94><80>}<delim>{<35><25><49><40>}
pill/test/contamination/006.png@#@<p>Anomalies</p> {<6><20><94><81>}
pill/test/contamination/007.png@#@<p>Anomalies</p> {<5><19><94><83>}
pill/test/contamination/008.png@#@<p>Anomalies</p> {<6><18><94><82>}<delim>{<30><35><70><71>}
pill/test/contamination/009.png@#@<p>Anomalies</p> {<6><19><94><80>}
pill/test/contamination/010.png@#@<p>Anomalies</p> {<6><21><94><82>}<delim>{<30><30><77><68>} <p>a round white tablet</p> {<6><21><94><82>} with an abbreviation of “ff” in the center
pill/test/contamination/011.png@#@<p>Anomalies</p> {<5><21><93><83>}<delim>{<51><40><69><57>}<delim>{<31><44><44><54>}
pill/test/contamination/012.png@#@<p>Anomalies</p> {<6><18><95><82>}<delim>{<34><37><77><69>}
pill/test/contamination/013.png@#@<p>Anomalies</p> {<6><20><94><81>}
pill/test/contamination/014.png@#@<p>Anomalies</p> {<5><17><94><82>}<delim>{<7><20><93><78>}<delim>{<9><54><17><59>}<delim>{<67><25><76><45>}
pill/test/contamination/015.png@#@<p>Anomalies</p> {<3><19><95><82>}
pill/test/contamination/016.png@#@<p>Anomalies</p> {<10><24><92><80>}<delim>{<50><76><58><79>}
pill/test/contamination/017.png@#@<p>Anomalies</p> {<5><17><95><83>}<delim>{<48><61><70><72>} <p>a white soap bar</p> {<6><17><95><83>} with black and red pigment in a circular shape at the center
pill/test/contamination/018.png@#@<p>Anomalies</p> {<8><20><94><81>}
pill/test/contamination/019.png@#@<p>Anomalies</p> {<10><23><94><80>}<delim>{<7><47><21><54>}
pill/test/contamination/020.png@#@<p>Anomalies</p> {<5><19><94><82>}<delim>{<33><18><62><39>}<delim>{<30><40><71><63>}
pill/test/crack/000.png@#@<p>Anomalies</p> {<6><20><94><81>}<delim>{<5><53><20><70>}<delim>{<6><39><17><56>}
pill/test/crack/001.png@#@<p>Anomalies</p> {<3><18><95><82>}<delim>{<41><27><68><70>}<delim>{<24><67><49><82>} <p>a white tablet</p> {<7><18><95><82>} with a scripted f on one side
pill/test/crack/002.png@#@<p>Anomalies</p> {<5><21><94><83>}
pill/test/crack/003.png@#@<p>Anomalies</p> {<6><20><94><81>}
pill/test/crack/004.png@#@<p>Anomalies</p> {<6><20><94><81>}
pill/test/crack/005.png@#@<p>Anomalies</p> {<6><18><94><83>}
pill/test/crack/006.png@#@<p>Anomalies</p> {<5><21><94><81>}
pill/test/crack/007.png@#@<p>Anomalies</p> {<7><20><93><83>}
pill/test/crack/008.png@#@<p>Anomalies</p> {<8><21><94><81>}<delim>{<6><39><74><65>}
pill/test/crack/009.png@#@<p>Anomalies</p> {<5><19><94><80>}<delim>{<32><71><69><81>}
pill/test/crack/010.png@#@<p>Anomalies</p> {<6><19><94><82>}
pill/test/crack/011.png@#@<p>Anomalies</p> {<6><19><94><83>}
pill/test/crack/012.png@#@<p>Anomalies</p> {<6><20><94><81>}
pill/test/crack/013.png@#@<p>Anomalies</p> {<10><52><81><76>}<delim>{<45><57><60><73>}
pill/test/crack/014.png@#@<p>Anomalies</p> {<7><20><94><81>}
pill/test/crack/015.png@#@<p>Anomalies</p> {<6><21><94><83>}<delim>{<7><20><95><82>}<delim>{<31><13><72><32>}
pill/test/crack/016.png@#@<p>Anomalies</p> {<7><20><94><81>}
pill/test/crack/017.png@#@<p>Anomalies</p> {<6><19><94><80>}<delim>{<77><34><93><56>}
pill/test/crack/018.png@#@<p>Anomalies</p> {<7><19><93><82>}
pill/test/crack/019.png@#@<p>Anomalies</p> {<35><41><69><70>}<delim>{<18><25><53><45>} <p>a white bar of soap</p> {<5><21><95><81>}<delim>{<35><54><72><77>} with a raised black "ef" in the center
pill/test/crack/020.png@#@<p>Anomalies</p> {<7><19><95><82>}
pill/test/crack/021.png@#@<p>Anomalies</p> {<6><21><94><81>}
pill/test/crack/022.png@#@<p>Anomalies</p> {<4><19><93><81>}
pill/test/crack/023.png@#@<p>Anomalies</p> {<8><17><95><82>}
pill/test/crack/024.png@#@<p>Anomalies</p> {<10><32><91><80>}<delim>{<50><48><72><68>}<delim>{<40><29><48><38>}
pill/test/crack/025.png@#@<p>Anomalies</p> {<5><20><94><81>}<delim>{<74><62><85><79>}<delim>{<35><29><51><49>}<delim>{<13><29><37><46>}
pill/test/faulty_imprint/000.png@#@<p>Anomalies</p> {<8><19><94><80>}
pill/test/faulty_imprint/001.png@#@<p>Anomalies</p> {<6><19><94><81>}<delim>{<20><17><93><80>} <p>a round white tablet</p> {<6><19><94><81>} <p>a red letter f</p> {<30><37><38><44>}
pill/test/faulty_imprint/002.png@#@<p>Anomalies</p> {<5><20><94><81>}
pill/test/faulty_imprint/003.png@#@<p>Anomalies</p> {<5><20><94><81>}<delim>{<23><20><49><80>}
pill/test/faulty_imprint/004.png@#@<p>Anomalies</p> {<5><19><94><82>}
pill/test/faulty_imprint/005.png@#@<p>Anomalies</p> {<7><20><94><81>}<delim>{<16><35><80><59>} <p>a white bar of soap</p> {<8><20><94><81>} <p>the letter</p> {<32><39><67><62>}
pill/test/faulty_imprint/006.png@#@<p>Anomalies</p> {<5><19><94><82>}<delim>{<5><20><94><78>} <p>a white oval-shaped bar of soap</p> {<6><17><94><82>} with a white logo of the letter “F” in the center
pill/test/faulty_imprint/007.png@#@<p>Anomalies</p> {<4><19><95><82>}
pill/test/faulty_imprint/008.png@#@<p>Anomalies</p> {<5><20><94><83>}
pill/test/faulty_imprint/009.png@#@<p>Anomalies</p> {<5><19><94><82>}
pill/test/faulty_imprint/010.png@#@<p>Anomalies</p> {<5><19><94><80>}<delim>{<36><30><76><68>}
pill/test/faulty_imprint/011.png@#@<p>Anomalies</p> {<6><19><94><82>}
pill/test/faulty_imprint/012.png@#@<p>Anomalies</p> {<5><21><94><80>}
pill/test/faulty_imprint/013.png@#@<p>Anomalies</p> {<6><19><94><80>}
pill/test/faulty_imprint/014.png@#@<p>Anomalies</p> {<5><19><94><80>}
pill/test/faulty_imprint/015.png@#@<p>Anomalies</p> {<5><19><94><80>}
pill/test/faulty_imprint/016.png@#@<p>Anomalies</p> {<7><20><95><82>}
pill/test/faulty_imprint/017.png@#@<p>Anomalies</p> {<8><21><94><81>}
pill/test/faulty_imprint/018.png@#@<p>Anomalies</p> {<7><21><94><80>}<delim>{<81><23><94><55>}
pill/test/good/000.png@#@<p>Anomalies</p> {<7><21><94><83>}
pill/test/good/001.png@#@<p>Anomalies</p> {<16><45><21><53>}<delim>{<38><47><47><62>}<delim>{<63><30><69><38>} <p>F</p> {<16><45><21><53>}<delim>{<38><47><47><62>}<delim>{<63><30><69><38>}
pill/test/good/002.png@#@<p>Anomalies</p> {<5><19><94><83>}
pill/test/good/003.png@#@<p>Anomalies</p> {<5><19><94><82>}
pill/test/good/004.png@#@<p>Anomalies</p> {<6><20><94><81>}
pill/test/good/005.png@#@<p>Anomalies</p> {<6><19><94><83>}
pill/test/good/006.png@#@<p>Anomalies</p> {<5><19><95><82>}<delim>{<30><38><71><65>} <p>a white round pill</p> {<6><19><95><82>} with the letter f embossed in red
pill/test/good/007.png@#@<p>Anomalies</p> {<4><21><95><80>}
pill/test/good/008.png@#@<p>Anomalies</p> {<6><19><94><80>}<delim>{<4><45><93><79>} <p>an oval white tablet</p> {<5><20><94><80>} <p>a red rectangle</p> {<63><41><71><57>} <p>the letter f</p> {<31><44><41><55>}
pill/test/good/009.png@#@<p>Anomalies</p> {<5><20><94><83>}
pill/test/good/010.png@#@<p>Anomalies</p> {<6><18><94><82>}
pill/test/good/011.png@#@<p>Anomalies</p> {<16><40><23><53>}<delim>{<51><28><69><43>}<delim>{<34><40><47><54>}
pill/test/good/012.png@#@<p>Anomalies</p> {<5><20><94><81>}<delim>{<33><44><71><66>} <p>Anomalies</p> {<5><20><94><81>}<delim>{<33><44><71><66>}
pill/test/good/013.png@#@<p>Anomalies</p> {<6><20><94><82>}
pill/test/good/014.png@#@<p>Anomalies</p> {<6><21><94><80>} <p>a white round bar of soap</p> {<5><21><94><80>} with a large f imprinted on it
pill/test/good/015.png@#@<p>Anomalies</p> {<5><19><94><83>}
pill/test/good/016.png@#@<p>Anomalies</p> {<6><19><94><82>}
pill/test/good/017.png@#@<p>Anomalies</p> {<6><19><95><83>}
pill/test/good/018.png@#@<p>Anomalies</p> {<6><19><94><80>}<delim>{<32><18><71><45>} <p>a white bar of soap</p> {<6><19><94><80>} <p>the letters</p> {<32><36><66><62>} f are painted red and blue
pill/test/good/019.png@#@<p>Anomalies</p> {<4><17><95><83>}
pill/test/good/020.png@#@<p>Anomalies</p> {<7><20><94><81>}<delim>{<65><37><78><50>} <p>Anomalies</p> {<7><20><94><81>}<delim>{<65><37><78><50>}
pill/test/good/021.png@#@<p>Anomalies</p> {<5><17><94><82>}
pill/test/good/022.png@#@<p>Anomalies</p> {<8><19><93><80>}
pill/test/good/023.png@#@<p>Anomalies</p> {<4><20><95><81>}
pill/test/good/024.png@#@<p>Anomalies</p> {<38><41><69><65>}<delim>{<7><27><95><81>} <p>a white oval pill</p> {<6><18><94><81>} with black letters that form the letter "f" in the center
pill/test/good/025.png@#@<p>Anomalies</p> {<5><19><94><82>}
pill/test/pill_type/000.png@#@<p>Anomalies</p> {<5><19><94><83>}
pill/test/pill_type/001.png@#@<p>Anomalies</p> {<5><19><94><82>}
pill/test/pill_type/002.png@#@<p>Anomalies</p> {<6><20><94><82>}
pill/test/pill_type/003.png@#@<p>Anomalies</p> {<7><20><94><81>}
pill/test/pill_type/004.png@#@<p>Anomalies</p> {<16><23><40><55>}<delim>{<54><48><69><64>}
pill/test/pill_type/005.png@#@<p>Anomalies</p> {<15><53><27><71>}<delim>{<28><46><40><59>}
pill/test/pill_type/006.png@#@<p>Anomalies</p> {<7><20><94><82>}<delim>{<7><57><94><77>} <p>Anomalies</p> {<7><20><94><82>}<delim>{<7><57><94><77>}
pill/test/pill_type/007.png@#@<p>Anomalies</p> {<5><19><94><82>}
pill/test/pill_type/008.png@#@<p>Anomalies</p> {<6><20><95><81>}
pill/test/scratch/000.png@#@<p>Anomalies</p> {<5><19><94><83>}
pill/test/scratch/001.png@#@<p>Anomalies</p> {<15><52><33><63>}<delim>{<15><52><33><63>}<delim>{<15><48><29><55>}<delim>{<67><38><78><46>}
pill/test/scratch/002.png@#@<p>Anomalies</p> {<5><19><94><82>}
pill/test/scratch/003.png@#@<p>Anomalies</p> {<8><20><94><83>}
pill/test/scratch/004.png@#@<p>Anomalies</p> {<7><20><93><81>}
pill/test/scratch/005.png@#@<p>Anomalies</p> {<5><18><95><82>}
pill/test/scratch/006.png@#@<p>Anomalies</p> {<6><20><94><81>}<delim>{<35><48><59><67>}<delim>{<6><47><61><79>}
pill/test/scratch/007.png@#@<p>Anomalies</p> {<5><18><96><80>}
pill/test/scratch/008.png@#@<p>Anomalies</p> {<5><19><94><82>}
pill/test/scratch/009.png@#@<p>Anomalies</p> {<5><21><94><81>}
pill/test/scratch/010.png@#@<p>Anomalies</p> {<5><18><95><82>}
pill/test/scratch/011.png@#@<p>Anomalies</p> {<6><19><94><83>}
pill/test/scratch/012.png@#@<p>Anomalies</p> {<6><20><94><81>}
pill/test/scratch/013.png@#@<p>Anomalies</p> {<6><18><94><80>}
pill/test/scratch/014.png@#@<p>Anomalies</p> {<5><20><94><82>}
pill/test/scratch/015.png@#@<p>Anomalies</p> {<5><19><94><82>}<delim>{<34><63><74><75>}
pill/test/scratch/016.png@#@<p>Anomalies</p> {<7><19><95><83>}
pill/test/scratch/017.png@#@<p>Anomalies</p> {<4><19><95><82>}<delim>{<32><40><67><71>}<delim>{<19><36><36><45>}<delim>{<42><36><55><48>}<delim>{<64><59><83><72>}
pill/test/scratch/018.png@#@<p>Anomalies</p> {<4><19><97><82>}<delim>{<30><25><60><67>}
pill/test/scratch/019.png@#@<p>Anomalies</p> {<39><40><68><63>}<delim>{<29><40><71><56>}<delim>{<6><31><24><60>}<delim>{<62><33><76><43>}<delim>{<73><31><87><41>}<delim>{<15><31><26><40>}
pill/test/scratch/020.png@#@<p>Anomalies</p> {<5><19><94><81>}<delim>{<30><47><68><66>} <p>Anomalies</p> {<5><19><94><81>}<delim>{<30><47><68><66>}
pill/test/scratch/021.png@#@<p>Anomalies</p> {<5><19><94><82>}
pill/test/scratch/022.png@#@<p>Anomalies</p> {<4><16><95><83>}
pill/test/scratch/023.png@#@<p>Anomalies</p> {<6><19><94><83>}<delim>{<28><41><78><59>} <p>a white soap bar</p> {<7><19><94><83>}<delim>{<28><18><78><28>} with an f printed on it
screw/test/good/000.png@#@<p>A galvanized screw</p> {<14><15><87><86>} in a square hole
screw/test/good/001.png@#@<p>Anomalies</p> {<5><37><96><63>}
screw/test/good/002.png@#@<p>A small, silver colored self-tapping screw</p> {<5><36><94><63>} with a rounded pointed end
screw/test/good/003.png@#@<p>Anomalies</p> {<17><12><87><86>}
screw/test/good/004.png@#@<p>Anomalies</p> {<35><3><64><94>}<delim>{<37><2><51><93>}
screw/test/good/005.png@#@<p>Anomalies</p> {<18><9><79><88>}<delim>{<46><64><78><89>}<delim>{<23><14><45><47>}
screw/test/good/006.png@#@<p>Anomalies</p> {<4><37><97><65>}
screw/test/good/007.png@#@<p>Anomalies</p> {<10><18><92><84>}<delim>{<67><32><77><40>}<delim>{<84><14><92><36>}
screw/test/good/008.png@#@<p>Anomalies</p> {<35><6><69><95>}<delim>{<41><27><55><44>}
screw/test/good/009.png@#@<p>Anomalies</p> {<16><12><84><89>}
screw/test/good/010.png@#@<p>Anomalies</p> {<36><5><64><92>}<delim>{<38><5><63><92>}
screw/test/good/011.png@#@<p>Anomalies</p> {<4><36><95><65>}<delim>{<80><55><95><65>}<delim>{<72><45><95><58>}<delim>{<9><61><23><67>}
screw/test/good/012.png@#@<p>Anomalies</p> {<15><62><43><86>}<delim>{<64><26><79><45>}
screw/test/good/013.png@#@<p>Anomalies</p> {<15><9><84><89>}
screw/test/good/014.png@#@<p>Anomalies</p> {<39><67><63><85>}<delim>{<41><20><56><57>}
screw/test/good/015.png@#@<p>Anomalies</p> {<17><9><80><89>}
